caseid,wgt,month,year,trips_single,trips_md,des_name,des_direction,des_address,des_primary_city,des_secondary_city,des_state,des_county,des_zipcode,site_id_agg,lat_lon_des,lat_lon_des_agg,days,es_origin,es_origin_zip,es_origin_city,es_origin_state,md_days_rec,travel_others,travel_others_num
92974553,489.08661,6,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,1,-1
92974553,489.08661,6,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,1,-1
92974553,489.08661,6,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,1,-1
92974553,370.14065,5,2012,3.6428568,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",,0,"-1","-1","-1",,,
92975859,612.5275,7,2012,.69981437,.03554596,"SIESTA KEY BEACH","","","SIESTA KEY","","FL","","",52,"27.2619N,82.5483W","27.2619N,82.5483W",,0,"-1","-1","-1",,,
92975859,745.45616,6,2012,.57316973,.02911325,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",,0,"-1","-1","-1",,,
92975859,612.5275,7,2012,1,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,2,3
92975859,612.5275,7,2012,1,0,"SIESTA KEY BEACH","","","SIESTA KEY","","FL","","",52,"27.2619N,82.5483W","27.2619N,82.5483W",1,0,"-1","-1","-1",-1,2,1
92975859,745.45616,6,2012,.57316973,.02911325,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
92975859,612.5275,7,2012,.34990719,.01777298,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
92975859,745.45616,6,2012,1.1463395,.05822649,"TREASURE ISLAND BEACH","","","","","FL","","",46,"27.7743N,82.7762W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
92975859,745.45616,6,2012,2.2926789,.11645298,"FORT DE SOTO PARK","","3500 PINELLAS BAYWAY S","SAINT PETERSBURG","TIERRA VERDE","FL","","33715",47,"27.6479N,82.7152W","27.6479N,82.7152W",,0,"-1","-1","-1",,,
92975859,612.5275,7,2012,.34990719,.01777298,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",,0,"-1","-1","-1",,,
92975859,612.5275,7,2012,1.3996287,.07109192,"FORT DE SOTO PARK","","3500 PINELLAS BAYWAY S","SAINT PETERSBURG","TIERRA VERDE","FL","","33715",47,"27.6479N,82.7152W","27.6479N,82.7152W",,0,"-1","-1","-1",,,
92975859,612.5275,7,2012,.69981437,.03554596,"TREASURE ISLAND BEACH","","","","","FL","","",46,"27.7743N,82.7762W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
92975859,612.5275,7,2012,1.0497216,.05331894,"PASS-A-GRILLE BEACH","","","","","FL","","",46,"27.7023N,82.7373W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
92975859,745.45616,6,2012,1.1463395,.05822649,"SIESTA KEY BEACH","","","SIESTA KEY","","FL","","",52,"27.2619N,82.5483W","27.2619N,82.5483W",,0,"-1","-1","-1",,,
92975859,1293.131,8,2012,1,0,"PASS-A-GRILLE BEACH","","","","","FL","","",46,"27.7023N,82.7373W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,2,2
92975859,745.45616,6,2012,1.7195092,.08733974,"PASS-A-GRILLE BEACH","","","","","FL","","",46,"27.7023N,82.7373W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
92977620,1898.3611,7,2012,1,0,"","","","JACKSONVILLE BEACH","","FL","","",79,"30.2887N,81.3917W","30.2887N,81.3917W",1,0,"-1","-1","-1",-1,2,4
92980808,2069.2506,9,2012,1,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",1,0,"-1","-1","-1",-1,1,-1
92980808,2069.2506,9,2012,1.4582039,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",,0,"-1","-1","-1",,,
92980808,1758.6379,8,2012,1.7501052,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",,0,"-1","-1","-1",,,
92980808,2069.2506,9,2012,1,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",1,0,"-1","-1","-1",-1,1,-1
92980808,2069.2506,9,2012,1,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",1,0,"-1","-1","-1",-1,1,-1
92980808,1827.4248,7,2012,1.7916909,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",,0,"-1","-1","-1",,,
92982567,27178.799,7,2012,1,0,"SEBASTIAN INLET STATE PARK","","9700 S HIGHWAY A1A","MELBOURNE BEACH","","FL","","32951",71,"27.8687N,80.4528W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,1,-1
92982567,27178.799,7,2012,1,0,"SEBASTIAN INLET STATE PARK","","9700 S HIGHWAY A1A","MELBOURNE BEACH","","FL","","32951",71,"27.8687N,80.4528W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,2,1
92982567,34830.982,9,2012,1,0,"","","","WABASSO","","FL","INDIAN RIVER","",71,"27.7478N,80.4352W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,2,1
92983210,7502.1147,8,2012,1,0,"GALVESTON EAST BEACH (R.A. APFFEL PARK)","","","","","TX","","",6,"29.3341N,94.7526W","29.2953N,94.8079W",1,0,"-1","-1","-1",-1,2,1
92983210,12694.591,9,2012,1,0,"GALVESTON EAST BEACH (R.A. APFFEL PARK)","","","","","TX","","",6,"29.3341N,94.7526W","29.2953N,94.8079W",1,0,"-1","-1","-1",-1,2,3
92984525,148.24859,7,2012,0,1,"","","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",7,0,"-1","-1","-1",5,2,3
92984888,2811.5986,6,2012,1,0,"","","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"27.7711N,82.6387W","",1,0,"-1","-1","-1",-1,1,-1
92988877,1263.1748,7,2012,0,1,"GRAND BAYOU PUBLIC LAUNCH","","","","","LA","","",11,"29.4162N,90.4473W","29.2328N,89.9975W",2,0,"-1","-1","-1",1,1,-1
92989801,1523.9531,4,2012,0,1,"","","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",2,0,"-1","-1","-1",2,2,3
92990209,1140.724,5,2012,0,.6095209,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",2,0,"-1","-1","-1",1,-1,-1
92990937,5757.7346,8,2012,1,0,"","","","PENSACOLA","","FL","ESCAMBIA","",-1,"30.4208N,87.2172W","",1,0,"-1","-1","-1",-1,2,4
92990937,5757.7346,8,2012,1,0,"","","","PENSACOLA","","FL","ESCAMBIA","",-1,"30.4208N,87.2172W","",1,0,"-1","-1","-1",-1,2,4
92991345,616.77763,8,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,3
92991578,572.20792,7,2012,0,1,"","","","FORT WALTON BEACH","","FL","","",26,"30.4042N,86.6146W","30.4042N,86.6146W",7,0,"-1","-1","-1",7,2,3
92991710,2581.6219,11,2012,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",4,0,"-1","-1","-1",3,2,2
92993273,2384.8263,4,2012,1,0,"SANIBEL ISLAND BEACH","","","SANIBEL ISLAND","","FL","","",57,"26.4493N,82.0182W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,2,2
92995026,6952.6015,6,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,4
92995530,128.01329,7,2012,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",7,0,"-1","-1","-1",7,2,4
92997208,2897.3605,8,2012,0,1,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",14,0,"-1","-1","-1",12,2,1
92997208,2780.4448,7,2012,0,1,"","","","GRAND ISLE","","LA","JEFFERSON","",11,"29.2328N,89.9975W","29.2328N,89.9975W",3,0,"-1","-1","-1",2,2,1
92997954,1410.7689,6,2012,3.2663035,0,"","","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",,0,"-1","-1","-1",,,
92997954,2165.9409,7,2012,1,0,"","","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
92997954,1410.7689,6,2012,1,0,"","","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
92997954,1497.8225,5,2012,2.7336965,0,"","","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",,0,"-1","-1","-1",,,
92997954,2165.9409,7,2012,1,0,"","","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
92998175,427.70811,5,2012,1,0,"PINE ISLAND NATIONAL WILDLIFE REFUGE","","","","","FL","","",57,"26.6136N,82.1222W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,2,4
92998175,427.70811,5,2012,1,0,"HONEYMOON ISLAND STATE PARK","","1 CAUSEWAY BLVD","DUNEDIN","","FL","","",43,"28.0598N,82.8137W","28.0598N,82.8137W",1,0,"-1","-1","-1",-1,2,5
92998175,1120.1974,6,2012,1,0,"PINE ISLAND NATIONAL WILDLIFE REFUGE","","","","","FL","","",57,"26.6136N,82.1222W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,2,5
93001353,608.84916,7,2012,0,1,"ANNA MARIA ISLAND BEACH","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",8,0,"-1","-1","-1",6,2,3
93003795,4338.0793,6,2012,2,0,"BRADENTON BEACH","","","","","FL","","",51,"27.4633N,82.6986W","27.5039N,82.7145W",,0,"-1","-1","-1",,,
93003795,4371.3878,7,2012,1,0,"BRADENTON BEACH","","","","","FL","","",51,"27.4633N,82.6986W","27.5039N,82.7145W",1,0,"-1","-1","-1",-1,2,3
93003795,4338.0793,6,2012,1,0,"BRADENTON BEACH","","","","","FL","","",51,"27.4633N,82.6986W","27.5039N,82.7145W",1,0,"-1","-1","-1",-1,2,4
93003861,1687.8896,8,2012,1,0,"","","","PANACEA","","FL","","",38,"30.0393N,84.3878W","30.0579N,84.2915W",1,0,"-1","-1","-1",-1,1,-1
93003861,911.94647,6,2012,2.4837355,0,"","","","PANACEA","","FL","","",38,"30.0393N,84.3878W","30.0579N,84.2915W",,0,"-1","-1","-1",,,
93003861,867.16826,7,2012,1.5162645,0,"","","","PANACEA","","FL","","",38,"30.0393N,84.3878W","30.0579N,84.2915W",,0,"-1","-1","-1",,,
93003861,1687.8896,8,2012,1,0,"","","","SAINT GEORGE ISLAND","","FL","","",35,"29.6584N,84.8803W","29.6584N,84.8803W",1,0,"-1","-1","-1",-1,1,-1
93003861,867.16826,7,2012,1,0,"","","","PANACEA","","FL","","",38,"30.0393N,84.3878W","30.0579N,84.2915W",1,0,"-1","-1","-1",-1,1,-1
93004550,627.01056,9,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,2,3
93006590,897.75217,7,2012,0,1,"","","","SAINT AUGUSTINE BEACH","","FL","","",78,"29.8545N,81.2797W","29.8545N,81.2797W",6,0,"-1","-1","-1",4,1,-1
93006590,1430.6022,8,2012,0,1,"","","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",4,0,"-1","-1","-1",4,1,-1
93009023,2336.3689,6,2012,0,1,"","","","MIAMI BEACH","","FL","","",63,"25.7930N,80.1349W","25.7930N,80.1349W",5,0,"-1","-1","-1",3,2,4
93009377,1136.6794,6,2012,1,0,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",1,0,"-1","-1","-1",-1,2,1
93010832,596.49476,7,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,1,-1
93010832,615.67554,6,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,2,3
93011893,5482.8233,8,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,2,4
93011893,4787.9272,7,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,2,1
93011893,4787.9272,7,2012,1,0,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,2,4
93013413,1809.3292,4,2012,0,1,"HENDERSON BEACH STATE PARK","","17000 EMERALD COAST PKWY","DESTIN","","FL","","32541",27,"30.3870N,86.4474W","30.3929N,86.4957W",4,0,"-1","-1","-1",3,2,1
93017840,26205.529,5,2012,1,0,"SEASIDE BEACH","","","SEASIDE","SANTA ROSA BEACH","FL","","",28,"30.3205N,86.1422W","30.3741N,86.2332W",1,0,"-1","-1","-1",-1,2,4
93017840,26205.529,5,2012,1,0,"SEASIDE BEACH","","","SEASIDE","SANTA ROSA BEACH","FL","","",28,"30.3205N,86.1422W","30.3741N,86.2332W",1,0,"-1","-1","-1",-1,2,5
93017840,26205.529,5,2012,1,0,"SEASIDE BEACH","","","SEASIDE","SANTA ROSA BEACH","FL","","",28,"30.3205N,86.1422W","30.3741N,86.2332W",1,0,"-1","-1","-1",-1,2,4
93019536,11221.495,6,2012,1,0,"JEKYLL ISLAND PIER","","","","","GA","GLYNN","",82,"31.1175N,81.4183W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,2,3
93019536,17484.051,5,2012,.45561609,0,"","","","JACKSONVILLE BEACH","","FL","","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,0,"-1","-1","-1",,,
93019536,11221.495,6,2012,.54438391,0,"","","","JACKSONVILLE BEACH","","FL","","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,0,"-1","-1","-1",,,
93019536,11221.495,6,2012,1,0,"JEKYLL ISLAND PIER","","","","","GA","GLYNN","",82,"31.1175N,81.4183W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,2,3
93019536,11221.495,6,2012,1,0,"JEKYLL ISLAND PIER","","","","","GA","GLYNN","",82,"31.1175N,81.4183W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,2,4
93020091,640.92199,6,2012,0,1,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",5,0,"-1","-1","-1",5,2,4
93021977,11929.426,10,2012,1,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,2,3
93021977,11611.795,11,2012,1,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,2,1
93024101,3175.3768,10,2012,1,0,"BLIND PASS BEACH PARK","","6725 MANASOTA KEY ROAD","MANASOTA KEY","","FL","","34223",54,"26.9649N,82.3863W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,2
93024101,3175.3768,10,2012,1,0,"BLIND PASS BEACH PARK","","6725 MANASOTA KEY ROAD","MANASOTA KEY","","FL","","34223",54,"26.9649N,82.3863W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
93024101,4078.9979,11,2012,1,0,"BLIND PASS BEACH PARK","","6725 MANASOTA KEY ROAD","MANASOTA KEY","","FL","","34223",54,"26.9649N,82.3863W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
93024941,2262.3577,5,2012,0,1,"SAINT SIMONS ISLAND","","","","","GA","GLYNN","",82,"31.1352N,81.4005W","31.1352N,81.4005W",5,0,"-1","-1","-1",5,2,3
93025573,906.95953,5,2012,1,0,"","","","TAMPA","","FL","HILLSBOROUGH","",-1,"27.9465N,82.4592W","",1,0,"-1","-1","-1",-1,2,1
93027317,1538.7688,6,2012,1,0,"","","","COCOA BEACH","","FL","","",73,"28.3175N,80.6100W","28.3175N,80.6100W",1,0,"-1","-1","-1",-1,2,1
93027317,1432.7863,8,2012,1,0,"","","","COCOA BEACH","","FL","","",73,"28.3175N,80.6100W","28.3175N,80.6100W",1,0,"-1","-1","-1",-1,2,1
93030148,4287.904,6,2012,1,0,"BEASLEY BEACH PARK","ROUTE 30","1550 MIRACLE STRIP PARKWAY","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.3957N,86.5836W","30.4042N,86.6146W",1,0,"-1","-1","-1",-1,2,1
93030148,3655.1362,7,2012,1,0,"BEASLEY BEACH PARK","ROUTE 30","1550 MIRACLE STRIP PARKWAY","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.3957N,86.5836W","30.4042N,86.6146W",1,0,"-1","-1","-1",-1,2,4
93030148,3655.1362,7,2012,1,0,"BEASLEY BEACH PARK","ROUTE 30","1550 MIRACLE STRIP PARKWAY","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.3957N,86.5836W","30.4042N,86.6146W",1,0,"-1","-1","-1",-1,2,4
93031118,8416.5334,12,2012,1,0,"","","","LAKE WORTH","","FL","PALM BEACH","",66,"26.6162N,80.0572W","26.4728N,80.0557W",1,0,"-1","-1","-1",-1,1,-1
93031118,8529.9074,11,2012,0,1,"","","","COCOA BEACH","","FL","","",73,"28.3175N,80.6100W","28.3175N,80.6100W",5,0,"-1","-1","-1",3,1,-1
93031118,8529.9074,11,2012,1,0,"PALM BEACH","","","","","FL","","",67,"26.7159N,80.0331W","26.7159N,80.0331W",1,0,"-1","-1","-1",-1,2,1
93031846,923.00528,6,2012,0,1,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",3,0,"-1","-1","-1",3,2,1
93031846,758.41632,7,2012,0,1,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",3,0,"-1","-1","-1",3,2,1
93035611,6743.9317,9,2012,1,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",1,0,"-1","-1","-1",-1,1,-1
93035611,7450.7646,10,2012,1,0,"","","","ORMOND BEACH","","FL","","",76,"29.3802N,81.0805W","29.3802N,81.0805W",1,0,"-1","-1","-1",-1,1,-1
93037147,211.42773,4,2012,1.7304841,0,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",,0,"-1","-1","-1",,,
93037147,228.62285,5,2012,1.9043156,0,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",,0,"-1","-1","-1",,,
93037147,228.62285,5,2012,5.7129467,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",,0,"-1","-1","-1",,,
93037147,380.66521,6,2012,4.0956011,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",,0,"-1","-1","-1",,,
93037147,380.66521,6,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,2,1
93037147,380.66521,6,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,2,1
93037147,380.66521,6,2012,1.3652004,0,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",,0,"-1","-1","-1",,,
93037147,380.66521,6,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,2,1
93037147,211.42773,4,2012,5.1914522,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",,0,"-1","-1","-1",,,
93040286,878.6121,9,2012,1,0,"","","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",1,0,"-1","-1","-1",-1,3,-1
93040286,775.93188,7,2012,10.750146,0,"","","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",,0,"-1","-1","-1",,3,
93040286,878.6121,9,2012,1,0,"","","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",1,0,"-1","-1","-1",-1,3,-1
93040286,878.6121,9,2012,8.7492234,0,"","","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",,0,"-1","-1","-1",,3,
93040286,878.6121,9,2012,1,0,"","","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",1,0,"-1","-1","-1",-1,3,-1
93040286,746.7247,8,2012,10.500631,0,"","","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",,0,"-1","-1","-1",,3,
93041854,4296.0139,7,2012,1,0,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",1,0,"-1","-1","-1",-1,2,3
93041854,3276.7705,6,2012,2.7219196,.33181338,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
93041854,3276.7705,6,2012,1,0,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",1,0,"-1","-1","-1",-1,2,3
93041854,4296.0139,7,2012,1,0,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",1,0,"-1","-1","-1",-1,2,3
93041854,3786.8845,5,2012,2.2780804,.27770753,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
93043942,17038.212,7,2012,0,1,"","","","SANIBEL ISLAND","","FL","","",57,"26.4490N,82.0220W","26.4486N,81.9427W",7,0,"-1","-1","-1",7,2,3
93046895,1771.0272,6,2012,1,0,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",1,0,"-1","-1","-1",-1,2,3
93047137,3011.5616,10,2012,1,0,"","","","HUDSON BEACH","","FL","PASCO","",41,"28.3594N,82.7070W","28.3594N,82.7070W",1,0,"-1","-1","-1",-1,2,3
93047137,3011.5616,10,2012,1,0,"","","","HUDSON BEACH","","FL","PASCO","",41,"28.3594N,82.7070W","28.3594N,82.7070W",1,0,"-1","-1","-1",-1,2,3
93047687,647.44337,7,2012,0,1,"","","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",4,0,"-1","-1","-1",3,2,1
93049056,217.53965,7,2012,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",7,0,"-1","-1","-1",6,2,1
93050931,3175.2622,8,2012,1,0,"","","","VERO BEACH","","FL","","",71,"27.6388N,80.3942W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,1,-1
93052579,2479.8527,10,2012,1,0,"","","","VERO BEACH","","FL","","",71,"27.6388N,80.3942W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,3,-1
93052579,2479.8527,10,2012,1,0,"","","","VERO BEACH","","FL","","",71,"27.6388N,80.3942W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,3,-1
93052579,1369.5676,9,2012,1,0,"","","","VERO BEACH","","FL","","",71,"27.6388N,80.3942W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,3,-1
93053325,383.13116,10,2012,.4866298,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",1,0,"-1","-1","-1",-1,3,-1
93053325,808.9283,12,2012,9.1080531,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",,0,"-1","-1","-1",,3,
93053325,383.13116,10,2012,31.630937,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",,0,"-1","-1","-1",,3,
93053325,808.9283,12,2012,1,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",1,0,"-1","-1","-1",-1,3,-1
93053325,808.9283,12,2012,.14012389,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",1,0,"-1","-1","-1",-1,3,-1
93053325,383.13116,10,2012,.4866298,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",1,0,"-1","-1","-1",-1,3,-1
93053325,372.15679,11,2012,24.26101,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",,0,"-1","-1","-1",,3,
93053325,372.15679,11,2012,.3732463,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",1,0,"-1","-1","-1",-1,3,-1
93053325,808.9283,12,2012,.14012389,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",1,0,"-1","-1","-1",-1,3,-1
93053325,372.15679,11,2012,.3732463,0,"FORT MCALLISTER OGEECHEE RIVER PIER","","","","RICHMOND HILL","GA","BRYAN","",83,"31.8808N,81.1772W","31.8808N,81.1772W",1,0,"-1","-1","-1",-1,3,-1
93055561,681.18749,7,2012,1,0,"","","","EASTPOINT","","FL","FRANKLIN","",35,"29.7441N,84.8653W","29.6584N,84.8803W",1,0,"-1","-1","-1",-1,2,3
93055561,1184.135,8,2012,1,0,"","","","EASTPOINT","","FL","FRANKLIN","",35,"29.7441N,84.8653W","29.6584N,84.8803W",1,0,"-1","-1","-1",-1,2,1
